gene_name	type	organism
LOC103347552	refseq	orycun2
LOC103347553	refseq	orycun2
LOC108176331	refseq	orycun2
LOC108176332	refseq	orycun2
LOC108176333	refseq	orycun2
LOC103347557	refseq	orycun2
LOC649352	other	hg19
KIF1A	refseq	orycun2
AGXT	refseq	orycun2
LOC103347562	refseq	orycun2
LOC103347563	refseq	orycun2
LOC103347564	refseq	orycun2
LOC103347565	refseq	orycun2
SOHLH1	refseq	orycun2
LOC103347569	refseq	orycun2
LOC103347570	refseq	orycun2
UVSSA	refseq	orycun2
LOC103347571	refseq	orycun2
LOC100341759	refseq	orycun2
LOC100342017	refseq	orycun2
ANO7	refseq	orycun2
ARHGEF1	refseq	orycun2
LOC103347574	refseq	orycun2
LOC100342774	refseq	orycun2
LOC103347575	refseq	orycun2
PSMG3	refseq	orycun2
LOC103347576	refseq	orycun2
SMIM1	refseq	orycun2
LRRC47	refseq	orycun2
TEX19	refseq	orycun2
LOC108176342	refseq	orycun2
LOC103347580	refseq	orycun2
LOC103347581	refseq	orycun2
LOC103347582	refseq	orycun2
LOC103347583	refseq	orycun2
LOC103347584	refseq	orycun2
PLVAP	refseq	orycun2
PUF60	refseq	orycun2
LOC103347585	refseq	orycun2
LOC103347586	refseq	orycun2
PSCA	refseq	orycun2
LOC103347587	refseq	orycun2
ADCK5	refseq	orycun2
LOC103347588	refseq	orycun2
LOC103347196	refseq	orycun2
GAA	refseq	orycun2
LOC103347592	refseq	orycun2
LOC103347593	refseq	orycun2
LOC103347594	refseq	orycun2
RER1	refseq	orycun2
LOC105029632	other	
SRP19.L	other	
LOC103347595	refseq	orycun2
LOC103347596	refseq	orycun2
LOC103347597	refseq	orycun2
LOC103347598	refseq	orycun2
LOC103347599	refseq	orycun2
LOC103347600	refseq	orycun2
LOC103347602	refseq	orycun2
LOC103347604	refseq	orycun2
LOC103347605	refseq	orycun2
LOC100346089	refseq	orycun2
LOC100346350	refseq	orycun2
LOC103347607	refseq	orycun2
SLC12A7	refseq	orycun2
LOC108176343	refseq	orycun2
GBGT1L4	other	
LOC103347609	refseq	orycun2
SLC38A10	refseq	orycun2
LOC103347610	refseq	orycun2
LOC103347611	refseq	orycun2
LOC103347612	refseq	orycun2
LOC103347614	refseq	orycun2
MIR2976-2	other	
LOC103347615	refseq	orycun2
LOC103347616	refseq	orycun2
DAND5	refseq	orycun2
COPS8.L	other	
COPS8.S	other	
LOC103347617	refseq	orycun2
LOC100349131	refseq	orycun2
LOC103347621	refseq	orycun2
SCPP3C	other	
LOC103351810	refseq	orycun2
LOC108178683	refseq	orycun2
GLRA2	refseq	orycun2
DDX19	other	
ZGC:193690	other	
DDX19B.S	other	
FANCB	refseq	orycun2
MOSPD2	refseq	orycun2
AIDA.L	other	
ASB9	refseq	orycun2
ASB11	refseq	orycun2
PIGA	refseq	orycun2
FIGF	refseq	orycun2
PIR	refseq	orycun2
BMX	refseq	orycun2
ACE2	refseq	orycun2
ARF5.L	other	
GS1-594A7.3	other	hg19
TMEM27	refseq	orycun2
CA5B	refseq	orycun2
CA5BP1	other	hg19
CA5BP1-CA5B	other	hg19
CLTRN	other	mm9
ZRSR2	refseq	orycun2
AP1S2	refseq	orycun2
LOC108178731	refseq	orycun2
LOC103351773	refseq	orycun2
GRPR	refseq	orycun2
MAGEB17	refseq	orycun2
CTPS2	refseq	orycun2
CTPS2.L	other	
S100G	refseq	orycun2
SYAP1	refseq	orycun2
DNAJC19.L	other	
TXLNG	refseq	orycun2
RBBP7	refseq	orycun2
REPS2	refseq	orycun2
NHS	refseq	orycun2
LOC101928389	other	hg19
PBO-1	other	
CHPF-2	other	
LOC692863	other	
ELM	other	
CHPF-1	other	
LOC100165125	other	
SCML1	refseq	orycun2
RAI2	refseq	orycun2
BEND2	refseq	orycun2
SCML2	refseq	orycun2
CDKL5	refseq	orycun2
CIAO2A	other	
CIAO2A	other	mm9
CIAO2A.L	other	
GALLA-1	other	
RS1	refseq	orycun2
LOC108178755	refseq	orycun2
PPEF1-AS1	other	hg19
PPEF1	refseq	orycun2
PHKA2-AS1	other	hg19
PHKA2	refseq	orycun2
ADGRG2	refseq	orycun2
PDHA1	refseq	orycun2
MAP3K15	refseq	orycun2
LOC106105882	other	
SH3KBP1	refseq	orycun2
B3GALT6	refseq	orycun2
CXHXorf23	refseq	orycun2
MAP7D2	refseq	orycun2
RAYL	other	
MIR9080	other	
EIF1AX	refseq	orycun2
RPS6KA3	refseq	orycun2
LOC106127770	other	
CNKSR2	refseq	orycun2
LOC100499680	other	
KLHL34	refseq	orycun2
SMPX	refseq	orycun2
AIDA.S	other	
LOC100339769	refseq	orycun2
MBTPS2	refseq	orycun2
YY2	refseq	orycun2
SMS	refseq	orycun2
PHEX	refseq	orycun2
PTCHD1-AS	other	hg19
LOC100340531	refseq	orycun2
DDX53	refseq	orycun2
PTCHD1	refseq	orycun2
LOC100342329	refseq	orycun2
LOC103351778	refseq	orycun2
PRDX4	refseq	orycun2
ACOT9	refseq	orycun2
LOC100280575	other	
LOC100279432	other	
SAT1	refseq	orycun2
APOO	refseq	orycun2
SNORA31	other	mm9
CXHXorf58	refseq	orycun2
FAM90A1B	other	mm9
KLHL15	refseq	orycun2
EIF2S3	refseq	orycun2
ZFX-AS1	other	hg19
ZFX	refseq	orycun2
LOC367830	other	
SUPT20H.S	other	
LOC103351780	refseq	orycun2
PDK3	refseq	orycun2
PCYT1B	refseq	orycun2
LOC100345882	refseq	orycun2
POLA1	refseq	orycun2
ARX	refseq	orycun2
LOC100347182	refseq	orycun2
LOC100347434	refseq	orycun2
LOC100348178	refseq	orycun2
LOC100347689	refseq	orycun2
LOC493792	other	
MAGEB5	other	hg19
MAGEB5	other	
GM14781	other	mm9
MAGEB5	other	mm9
GM44	other	mm9
MGC114483	other	
MAGEB2	other	hg19
MAGEB2	other	mm9
MAGEB1	other	mm9
LOC786836	other	
1700020D05RIK	other	mm9
MAGEB4	other	mm9
MAGEB1	other	hg19
LOC103345006	refseq	orycun2
LOC103351818	refseq	orycun2
IMPA-5	other	
IMPA-4	other	
LOC394448	other	
CCNB2.L	other	
FAIML	other	mm9
PPP4R3C	other	hg19
4930415L06RIK	other	mm9
4932429P05RIK	other	mm9
FLFL	other	
DCAF8L2	other	hg19
LOC100351287	refseq	orycun2
LOC100351536	refseq	orycun2
LOC100351786	refseq	orycun2
LOC100352291	refseq	orycun2
LOC103351782	refseq	orycun2
IL1RAPL1	refseq	orycun2
LOC108178716	refseq	orycun2
LOC100353811	refseq	orycun2
LOC100353306	refseq	orycun2
MAGEB1	other	
MAGEB4	other	
MAGEB4	other	hg19
MAGEB3	refseq	orycun2
NR0B1	refseq	orycun2
CXHXorf21	refseq	orycun2
GK	refseq	orycun2
GYKL1	other	
TAB3	refseq	orycun2
DMD	refseq	orycun2
LOC742063	other	
LOC441455	other	hg19
LOC100357520	refseq	orycun2
TMEM47	refseq	orycun2
LOC103351821	refseq	orycun2
LOC100338182	refseq	orycun2
MAGEB16	refseq	orycun2
CFAP47	refseq	orycun2
LOC100340438	refseq	orycun2
LOC100340697	refseq	orycun2
FTHL17E	other	mm9
FTHL17C	other	mm9
FTHL17-PS1	other	mm9
LOC691895	other	
FTHL17D	other	mm9
FTHL17B	other	mm9
LOC100357425	refseq	orycun2
H2AL2A	other	mm9
FTHL17	other	hg19
FTHL17	other	
GM8749	other	
RALGDS	other	mm9
RALGDS	other	
FTHL18	other	hg19
LOC103351785	refseq	orycun2
LOC100358462	refseq	orycun2
LOC108178751	refseq	orycun2
PRRG1	refseq	orycun2
LOC104919244	other	
LOC103393642	other	
PAPSS2A	other	
PAPSS2B	other	
ASAK	other	
LANCL3	refseq	orycun2
XK	refseq	orycun2
CYBB	refseq	orycun2
DYNLT3	refseq	orycun2
LOC103351788	refseq	orycun2
SYTL5	refseq	orycun2
SRPX	refseq	orycun2
RPGR	refseq	orycun2
OTC	refseq	orycun2
TSPAN7	refseq	orycun2
MID1IP1-AS1	other	hg19
MID1IP1	refseq	orycun2
LINC01282	other	hg19
LOC108178772	refseq	orycun2
SEPW1	refseq	orycun2
AGOS_AGL071CA	other	
BCOR	refseq	orycun2
ATP6AP2	refseq	orycun2
MPC1L	refseq	orycun2
CXHXorf38	refseq	orycun2
MED14	refseq	orycun2
LOC108178726	refseq	orycun2
AARS1	other	hg19
ALARS	other	
AARS1.L	other	
LOC693023	other	
LOC103351791	refseq	orycun2
MAIP1	other	
MAIP1	other	hg19
LOC103351792	refseq	orycun2
USP9X	refseq	orycun2
LOC108178729	refseq	orycun2
DDX3X	refseq	orycun2
LOC100161691	other	
LOC101738591	other	
ANT-1.2	other	
R07E3.4	other	
NYX	refseq	orycun2
CASK	refseq	orycun2
GPR34	refseq	orycun2
GPR82	refseq	orycun2
LOC100351949	refseq	orycun2
MFA3L	other	
AGOS_ADL053C	other	
CG9962	other	
ECU03_0910	other	
LOC108178773	refseq	orycun2
LOC100345111	refseq	orycun2
RAD23A	other	mm9
RAD23A	other	
RAD23A	other	hg19
MAOA	refseq	orycun2
MAOB	refseq	orycun2
NDP	refseq	orycun2
NDP-AS1	other	hg19
EFHC2	refseq	orycun2
FUNDC1	refseq	orycun2
LOC108178721	refseq	orycun2
DUSP21	refseq	orycun2
LOC108178732	refseq	orycun2
LOC100347603	refseq	orycun2
UTY	other	mm9
CXHXorf36	refseq	orycun2
DIPK2B	other	hg19
LINC01204	other	hg19
MFFP2	other	hg19
LOC108178743	refseq	orycun2
LOC103351793	refseq	orycun2
LOC100164021	other	
SSUP-72	other	
F53C11.3	other	
SHKBP1	other	
SHKBP1.L	other	
SHKBP1	other	mm9
SHKBP1	other	hg19
LINC01186	other	hg19
CHST7	refseq	orycun2
SLC9A7	refseq	orycun2
RP2	refseq	orycun2
LINC01545	other	hg19
JADE3	refseq	orycun2
JADE3.S	other	
RGN	refseq	orycun2
NDUFB11	refseq	orycun2
RBM10	refseq	orycun2
UBE1Y	other	
UBA1	refseq	orycun2
CDK16	refseq	orycun2
USP11	refseq	orycun2
T30B22.13	other	
LOC100165946	other	
LOC100533263	other	
RPL-18	other	
LOC11435125	other	
LOC103969323	other	
LOC100499789	other	
LOC100813255	other	
LOC106109780	other	
LOC106121229	other	
LOC103345074	refseq	orycun2
ZNF157	refseq	orycun2
ZNF41	refseq	orycun2
LINC01560	other	hg19
ARAF	refseq	orycun2
SYN1	refseq	orycun2
TIMP1	refseq	orycun2
CFP	refseq	orycun2
ELK1	refseq	orycun2
UXT	refseq	orycun2
RAD23	other	
LOC108178685	refseq	orycun2
LOC103351829	refseq	orycun2
ZNF81	refseq	orycun2
LOC100353466	refseq	orycun2
ZFP735	other	mm9
LOC100342234	refseq	orycun2
XIP	other	
LAMTOR5.S	other	
LOC103351797	refseq	orycun2
SLC38A5	refseq	orycun2
FTSJ1	refseq	orycun2
LOC101927635	other	hg19
PORCN	refseq	orycun2
EBP	refseq	orycun2
TBC1D25	refseq	orycun2
RBM3	refseq	orycun2
ATP5MD	other	mm9
LOC108178714	refseq	orycun2
WDR13	refseq	orycun2
LOC103351799	refseq	orycun2
WAS	refseq	orycun2
SUV39H1	refseq	orycun2
GLOD5	refseq	orycun2
GATA1	refseq	orycun2
HDAC6	refseq	orycun2
ERAS	refseq	orycun2
PCSK1N	refseq	orycun2
TIMM17B	refseq	orycun2
PQBP1	refseq	orycun2
SLC35A2	refseq	orycun2
PIM2	refseq	orycun2
OTUD5	refseq	orycun2
KCND1	refseq	orycun2
GRIPAP1	refseq	orycun2
TFE3	refseq	orycun2
CCDC120	refseq	orycun2
PRAF2	refseq	orycun2
WDR45	refseq	orycun2
GPKOW	refseq	orycun2
MAGIX	refseq	orycun2
PLP2	refseq	orycun2
PRICKLE3	refseq	orycun2
SYP	refseq	orycun2
CACNA1F	refseq	orycun2
SNORA32	other	hg19
CCDC22	refseq	orycun2
FOXP3	refseq	orycun2
FLICR	other	mm9
FLICR	other	hg19
PPP1R3F	refseq	orycun2
USP27X-AS1	other	hg19
USP27X	refseq	orycun2
CLCN5	refseq	orycun2
MIR532	other	
MIR532	other	hg19
MIR532	other	mm9
MIR188	other	
MIR188	other	hg19
MIR188	other	mm9
MIR502B	other	
MIR500	other	
MIR500A	other	
MIR500A	other	hg19
MIR500-2	other	
MIR500-1	other	
MIR502	other	
MIR500B	other	hg19
MIR500B	other	
MIR362	other	
MIR362	other	mm9
MIR362	other	hg19
MIR3560	other	
MIR501	other	mm9
MIR501	other	
MIR501	other	hg19
MIR660	other	
MIR660	other	hg19
MIR502A	other	
MIR502A-2	other	
MIR500	other	mm9
MIR502	other	hg19
MIR502A-1	other	
LOC103351833	refseq	orycun2
GPR173	refseq	orycun2
TSPYL2	refseq	orycun2
LOC108178762	refseq	orycun2
KANTR	other	
KDM5C	refseq	orycun2
IQSEC2	refseq	orycun2
SMC1A	refseq	orycun2
RIBC1	refseq	orycun2
HSD17B10	refseq	orycun2
HUWE1	refseq	orycun2
MAGED2	refseq	orycun2
ITIH6	refseq	orycun2
GNL3L	refseq	orycun2
LOC103351851	refseq	orycun2
FGD1	refseq	orycun2
FGD	other	
TSR2	refseq	orycun2
WNK3	refseq	orycun2
FAM120C	refseq	orycun2
PHF8	refseq	orycun2
TRO	refseq	orycun2
PFKFB1	refseq	orycun2
PFKFB1.S	other	
PFKFB4B	other	
APEX2	refseq	orycun2
ALAS2	refseq	orycun2
LOC103351837	refseq	orycun2
LOC100350849	refseq	orycun2
FAM104B	refseq	orycun2
LOC103351839	refseq	orycun2
LOC103351840	refseq	orycun2
NELL2B	other	
NELL2A	other	
NEL	other	
USP51	refseq	orycun2
MAGEH1	refseq	orycun2
FOXR2	refseq	orycun2
RRAGB	refseq	orycun2
KLF8	refseq	orycun2
MARS1	other	hg19
LOC103351842	refseq	orycun2
UBQLN2	refseq	orycun2
PAK7	other	mm9
LOC100347604	refseq	orycun2
KRT19	other	hg19
KRT19	other	
LOC103351843	refseq	orycun2
SPIN3	refseq	orycun2
LOC100353374	refseq	orycun2
LOC103351844	refseq	orycun2
LOC100348347	refseq	orycun2
FAAH2	refseq	orycun2
P90SRK	other	
S6KII	other	
LOC101246352	other	
LOC107818892	other	
LOC100798259	other	
S6K2	other	
PK1	other	
LOC542142	other	
LOC103351846	refseq	orycun2
ZXDA	other	hg19
ZXDB	refseq	orycun2
SPIN4	refseq	orycun2
AGO4	other	hg19
LOC100358984	refseq	orycun2
LOC103351855	refseq	orycun2
LOC100341303	refseq	orycun2
ARHGEF9	refseq	orycun2
ARHGEF9-IT1	other	hg19
UCK2B	other	
UCK2A	other	
UCK1.S	other	
MGC80465	other	
LOC100167465	other	
UCK	other	
LOC692983	other	
LOC100191860	other	
LOC100282453	other	
UK/UPRT1	other	
UKL2	other	
LOC101245556	other	
UKL4	other	
UKL3	other	
LOC103626500	other	
LOC100527893	other	
AMER1	refseq	orycun2
ASB12	refseq	orycun2
MTMR8	refseq	orycun2
LOC100356070	refseq	orycun2
LOC108178759	refseq	orycun2
ZC4H2	refseq	orycun2
ZC3H12B	refseq	orycun2
GTPBP4	other	hg19
AAGAB.S	other	
LOC108178736	refseq	orycun2
LAS1L	refseq	orycun2
LOC100338015	refseq	orycun2
MSN	refseq	orycun2
EZRB	other	
UQCR	other	
UQCR11	other	mm9
MIR223	other	
MIR223	other	hg19
MIR223	other	mm9
VSIG4	refseq	orycun2
RSRC1.S	other	
RSRC1.L	other	
HEPH	refseq	orycun2
LOC100339518	refseq	orycun2
LOC100340278	refseq	orycun2
PGR15L	other	mm9
EDA2R	refseq	orycun2
CALM2.L	other	
CALM2.S	other	
CALM2A	other	
LOC103634668	other	
CAM5	other	
LOC108178766	refseq	orycun2
BCL2L2-PABPN1	other	hg19
AR	refseq	orycun2
LOC100359388	other	
AR-ALPHA	other	
AR-BETA	other	
OTX2.S	other	
LOC103345077	refseq	orycun2
OPHN1	refseq	orycun2
LINC-90	other	
OPHN1.L	other	
YIPF6	refseq	orycun2
STARD8	refseq	orycun2
EFNB1	refseq	orycun2
GM14812	other	mm9
CG7878	other	
T15N1.100; T15N1_100	other	
AGOS_AFL221C	other	
MDC12.8; MDC12_8	other	
PJA1	refseq	orycun2
YY1.S	other	
YY1P2	other	hg19
FAM155B	refseq	orycun2
LOC100500284	other	
AE7	other	
CIAO2B	other	
EDA	refseq	orycun2
FOXH1	other	hg19
FOXH1	other	mm9
FOXH1	other	
FOXH1.L	other	
AWAT2	refseq	orycun2
OTUD6A	refseq	orycun2
IGBP1	refseq	orycun2
DGAT2L6	refseq	orycun2
AWAT1	refseq	orycun2
P2RY4	refseq	orycun2
ARR3	refseq	orycun2
RAB41	other	hg19
PDZD11	refseq	orycun2
KIF4A	refseq	orycun2
LOC103351859	refseq	orycun2
GDPD2	refseq	orycun2
DLG3	refseq	orycun2
TEX11	refseq	orycun2
SLC7A3	refseq	orycun2
SNX12	refseq	orycun2
LOC108178735	refseq	orycun2
FOXO4	refseq	orycun2
CXHXorf65	refseq	orycun2
IL2RG	refseq	orycun2
MED12	refseq	orycun2
NLGN3	refseq	orycun2
NLGN3A	other	
GJB1	refseq	orycun2
ZMYM3	refseq	orycun2
LOC103351863	refseq	orycun2
NONO	refseq	orycun2
ITGB1BP2	refseq	orycun2
TAF1	refseq	orycun2
OGT	refseq	orycun2
ACRC	refseq	orycun2
CXCR3	refseq	orycun2
LOC103351866	refseq	orycun2
LOC103351867	refseq	orycun2
MGC152340	other	
LOC103351868	refseq	orycun2
LOC100350594	refseq	orycun2
LOC108175402	refseq	orycun2
LOC103351888	refseq	orycun2
CXORF49B	other	hg19
LOC103351869	refseq	orycun2
LOC103351870	refseq	orycun2
LOC103351871	refseq	orycun2
LOC103351872	refseq	orycun2
NHSL2	refseq	orycun2
RGAG4	refseq	orycun2
PIN4	refseq	orycun2
ERCC6L	refseq	orycun2
RPS4X	refseq	orycun2
CITED1	refseq	orycun2
HDAC8	refseq	orycun2
PHKA1	refseq	orycun2
PHKA1-AS1	other	hg19
GM5126	other	mm9
FAM226B	other	hg19
FAM226A	other	hg19
LOC103351875	refseq	orycun2
DMRTC1B	refseq	orycun2
DMRTC1	other	hg19
LOC103351878	refseq	orycun2
LOC103351879	refseq	orycun2
FAM236B	other	hg19
FAM236A	other	hg19
FAM236C	other	hg19
FAM236D	other	hg19
PABPC1L2B	refseq	orycun2
NAP1L2	refseq	orycun2
POLRMT	refseq	orycun2
LOC100353719	refseq	orycun2
CDX4	refseq	orycun2
CHIC1	refseq	orycun2
C1D.L	other	
XIST	other	hg19
SLC25A15B	other	
SLC25A15.2	other	
LOC100352707	refseq	orycun2
H2BFWT	other	
LOC103351930	refseq	orycun2
LOC100353468	refseq	orycun2
TMSB15B	refseq	orycun2
SLC25A53	refseq	orycun2
ZCCHC18	refseq	orycun2
FAM199X	refseq	orycun2
ESX1	refseq	orycun2
LOC100344261	refseq	orycun2
IL1RAPL2	refseq	orycun2
TEX13A	other	hg19
NRK	refseq	orycun2
SERPINA7	refseq	orycun2
LOC103351892	refseq	orycun2
MUM1L1	refseq	orycun2
PWWP3B	other	hg19
CXHXorf57	refseq	orycun2
RADX	other	
RNF128	refseq	orycun2
RNF128A	other	
RNF128.L	other	
TBC1D8B	refseq	orycun2
DNJ-12	other	
LOC103351895	refseq	orycun2
LOC103351894	refseq	orycun2
RIPPLY1	refseq	orycun2
CLDN2	refseq	orycun2
MORC4	refseq	orycun2
LOC108178738	refseq	orycun2
RBM41	refseq	orycun2
NUP62CL	refseq	orycun2
PIH1D3	refseq	orycun2
FRMPD3	refseq	orycun2
FRMPD3-AS1	other	hg19
GM32113	other	
PRPS1	refseq	orycun2
LOC103504825	other	
TSC22D3	refseq	orycun2
AGOS_AFL050W	other	
MID2	refseq	orycun2
LOC100358819	refseq	orycun2
TEX13B	refseq	orycun2
VSIG1	refseq	orycun2
PSMD10	refseq	orycun2
ATG4A	refseq	orycun2
COL4A6	refseq	orycun2
COL4A5	refseq	orycun2
LOC108178730	refseq	orycun2
IRS4	refseq	orycun2
H3-5	other	hg19
H3.1; HISTONE 3.1	other	
GUCY2F	refseq	orycun2
LOC100285568	other	
NXT2	refseq	orycun2
KCNE5	refseq	orycun2
ACSL4	refseq	orycun2
ACSL4.S	other	
LOC105373311	other	hg19
LOC103351899	refseq	orycun2
TMEM164	refseq	orycun2
LOC103351933	refseq	orycun2
AMMECR1	refseq	orycun2
RTL9	other	
RGAG1	refseq	orycun2
CHRDL1	refseq	orycun2
PAK3	refseq	orycun2
PAK2B	other	
CAPN6	refseq	orycun2
DCX	refseq	orycun2
LOC108178771	refseq	orycun2
SERTM2	other	
A730046J19RIK	other	mm9
SERTM2	other	hg19
LOC108178717	refseq	orycun2
LOC100350526	refseq	orycun2
EEF1AKMT2	other	
ALG13	refseq	orycun2
TRPC5	refseq	orycun2
TRP-2	other	
TRPC5OS	other	hg19
ZCCHC16	refseq	orycun2
RTL4	other	hg19
RTL4	other	mm9
LOC103351900	refseq	orycun2
LOC100356326	refseq	orycun2
LHFPL1	refseq	orycun2
ZFP110	other	mm9
AMOT	refseq	orycun2
TGIF1.S	other	
GPX1.S	other	
LOC100376868	other	
GPX1B	other	
GPX1A	other	
GPX1.L	other	
GPX9	other	
LOC101928437	other	hg19
LOC108178764	refseq	orycun2
NTL-3	other	
EVL	other	hg19
EVL	other	mm9
LOC108178692	refseq	orycun2
LOC108178691	refseq	orycun2
LOC100341305	refseq	orycun2
SNORA35	other	hg19
SNORA35	other	mm9
MIR3552	other	
GM22650	other	mm9
MIR764	other	
MIR764	other	hg19
MIR764	other	mm9
MIR1912	other	mm9
MIR1912	other	hg19
MIR1912	other	
MIR1264	other	hg19
MIR1264	other	
MIR1264	other	mm9
MIR1298	other	
MIR1298	other	mm9
MIR1298	other	hg19
HTR2C	refseq	orycun2
MIR1911	other	
GM24627	other	mm9
MIR1911	other	hg19
MIR448	other	
MIR448	other	hg19
MIR448	other	mm9
ZFP131	other	
ZFP131	other	mm9
IL13RA2	refseq	orycun2
LRCH2	refseq	orycun2
C1ORF52	other	hg19
C36A4.15	other	
LUZP4	refseq	orycun2
NMRAL2P	other	hg19
PLS3	refseq	orycun2
LOC103351903	refseq	orycun2
LOC103351904	refseq	orycun2
LOC103351905	refseq	orycun2
LOC100217353	other	
SSU72.L	other	
SSU72.S	other	
LOC100306388	other	
F25P22.24; F25P22_24	other	
AGTR2	refseq	orycun2
SLC6A14	refseq	orycun2
CT83	refseq	orycun2
LOC100126447	other	hg19
LOC100351037	refseq	orycun2
EIF3G	other	mm9
EIF3G	other	hg19
LOC100192580	other	
EIF3G2	other	
EIF3G1	other	
KLHL13	refseq	orycun2
WDR44	refseq	orycun2
MAP-1	other	
LOC100168049	other	
LOC100274208	other	
MAP1	other	
DOCK11	refseq	orycun2
LOC103351907	refseq	orycun2
IL13RA1	refseq	orycun2
ZCCHC12	refseq	orycun2
LONRF3	refseq	orycun2
LOC100352800	refseq	orycun2
KIAA1210	refseq	orycun2
CT47A3	other	hg19
CT47A2	other	hg19
CT47A9	other	hg19
CT47A10	other	hg19
CT47A11	other	hg19
CT47A5	other	hg19
CT47A7	other	hg19
CT47A6	other	hg19
CT47A4	other	hg19
CT47A8	other	hg19
CT47A1	other	hg19
CT47A12	other	hg19
PGRMC1	refseq	orycun2
AKAP17B	other	mm9
LOC100353812	refseq	orycun2
SEPTIN10	other	hg19
CG1703	other	
SLC25A43	refseq	orycun2
SLC25A5-AS1	other	hg19
SLC25A5	refseq	orycun2
RGD1564541	other	
CXHXorf56	refseq	orycun2
CXORF56	other	
LOC101925844	other	
CXORF56.L	other	
UBE2A	refseq	orycun2
LOC100306222	other	
LOC104596973	other	
LOC101490547	other	
UBC41	other	
LOC103827507	other	
UBC2	other	
LOC104596981	other	
NKRF	refseq	orycun2
LOC100273340	other	
SEPT6	refseq	orycun2
NAA80	other	hg19
NAA80	other	
NAA80	other	mm9
SOWAHD	refseq	orycun2
UPF3B	refseq	orycun2
RNF113A	refseq	orycun2
NDUFA1	refseq	orycun2
AKAP14	refseq	orycun2
NKAP	refseq	orycun2
LOC103351908	refseq	orycun2
LOC103351909	refseq	orycun2
SRSF2.L	other	
LOC100357351	refseq	orycun2
PBDC1	refseq	orycun2
MAGEE1	refseq	orycun2
MIR325HG	other	hg19
LOC103351910	refseq	orycun2
MIR384	other	
MIR384	other	mm9
MIR384	other	hg19
FGF16	refseq	orycun2
ATRX	refseq	orycun2
RCE1.S	other	
MAGT1	refseq	orycun2
LOC100335037	other	
COX6A2.L	other	
LOC105014209	other	
COX6A1.L	other	
COX6A1.S	other	
LEVY	other	
LOC100342996	refseq	orycun2
ATP7A	refseq	orycun2
LOC100359168	refseq	orycun2
PGK1	refseq	orycun2
TAF9B	refseq	orycun2
LOC100338274	refseq	orycun2
CYSLTR1	refseq	orycun2
LOC100344007	refseq	orycun2
GM5127	other	mm9
ZCCHC5	refseq	orycun2
LPAR4	refseq	orycun2
PCYT1AA	other	
PCYT1AB	other	
PCYT1B.S	other	
LOC100339772	refseq	orycun2
P2RY10	other	hg19
LOC100340280	refseq	orycun2
GPR174	refseq	orycun2
ITM2A	refseq	orycun2
TBX22	refseq	orycun2
C5H12ORF29	other	
ZGC:103499	other	
SUC1	other	
CKS2.S	other	
CKS2.L	other	
ZGC:86839	other	
LOC547737	other	
LOC100282062	other	
LOC100280869	other	
CKS30A	other	
Y71G12B.27	other	
RGD1566265	other	
FAM46D	refseq	orycun2
TENT5D	other	
TENT5D	other	hg19
LOC108178700	refseq	orycun2
PEBP1.2.S	other	
PBP2	other	
PBP2	other	mm9
F40A3.3	other	
CG6180	other	
LOC103172719	other	
CG17919	other	
LOC106117818	other	
LOC106109129	other	
CG10298	other	
LOC100159619	other	
LOC100101169	other	
MIR8819	other	
CXH14orf80	refseq	orycun2
LOC100343344	refseq	orycun2
AGOS_ADL030C	other	
LOC103351913	refseq	orycun2
CENPBD1	other	hg19
LOC100344356	refseq	orycun2
BRWD3	refseq	orycun2
LOC108178711	refseq	orycun2
HMGN5	refseq	orycun2
SH3BGRL	refseq	orycun2
LOC103351915	refseq	orycun2
LOC100345885	refseq	orycun2
LOC100346147	refseq	orycun2
LOC100346490	refseq	orycun2
GRAMD2B	other	hg19
GRAMD2B	other	
POU3F4	refseq	orycun2
UBE2C.S	other	
CYLC1	refseq	orycun2
CERNA2	other	hg19
LOC102724908	other	hg19
RPS6KA6	refseq	orycun2
HDX	refseq	orycun2
LOC100349442	refseq	orycun2
TEX16	other	mm9
UBE2D-PS	other	mm9
LOC103351951	refseq	orycun2
APOOL	refseq	orycun2
SATL1	refseq	orycun2
LOC103351953	refseq	orycun2
LOC101928128	other	hg19
ZNF711	refseq	orycun2
POF1B	refseq	orycun2
ZFX.S	other	
LOC100499998	other	
LOC100500133	other	
HTZ-1	other	
CHM	refseq	orycun2
PPDPF	other	
PPDPF	other	hg19
DACH2	refseq	orycun2
LOC103351918	refseq	orycun2
DACHA	other	
KLHL4	refseq	orycun2
LOC100162719	other	
LOC100162413	other	
RAD23AA	other	
ZFP644	other	
UBE2DNL2	other	mm9
UBE2DNL1	other	mm9
AGOS_AER173C	other	
LOC100286223	other	
LOC100280571	other	
LOC103411825	other	
LOC100285413	other	
F24L7.7; F24L7_7	other	
LOC100280942	other	
LOC100282225	other	
AGOS_ADR169C	other	
LOC100348853	refseq	orycun2
CPXCR1	refseq	orycun2
LOC101928523	other	hg19
LOC100356839	refseq	orycun2
LOC100136692	other	
NDUFA4.S	other	
NDUFA4.L	other	
NDUA4	other	
TGIF2LX	refseq	orycun2
ZK1058.3	other	
GAL7	other	
ZGC:113944	other	
LOC100338017	refseq	orycun2
PABPC5	refseq	orycun2
PCDH11X	refseq	orycun2
LOC108178748	refseq	orycun2
LOC100339519	refseq	orycun2
NAP1L3	refseq	orycun2
